Date,AQI_Value,Main_Pollutant,Site_ID,Site_Name,Source
1-Jan-1999,59,SO2,36-061-0056,PS 59,AQS
2-Jan-1999,102,SO2,36-061-0010,,AQS
3-Jan-1999,41,SO2,36-061-0010,,AQS
4-Jan-1999,62,SO2,36-061-0010,,AQS
5-Jan-1999,61,SO2,36-061-0010,,AQS
6-Jan-1999,28,CO,36-061-0081,BLOOMINGDALES,AQS
7-Jan-1999,57,SO2,36-061-0056,PS 59,AQS
8-Jan-1999,56,SO2,36-061-0056,PS 59,AQS
9-Jan-1999,74,SO2,36-061-0010,,AQS
10-Jan-1999,46,SO2,36-061-0056,PS 59,AQS
11-Jan-1999,56,SO2,36-061-0056,PS 59,AQS
12-Jan-1999,65,SO2,36-061-0056,PS 59,AQS
13-Jan-1999,59,SO2,36-061-0056,PS 59,AQS
14-Jan-1999,65,SO2,36-061-0056,PS 59,AQS
15-Jan-1999,79,SO2,36-061-0056,PS 59,AQS
16-Jan-1999,59,SO2,36-061-0056,PS 59,AQS
17-Jan-1999,62,SO2,36-061-0010,,AQS
18-Jan-1999,61,SO2,36-061-0056,PS 59,AQS
19-Jan-1999,65,SO2,36-061-0010,,AQS
20-Jan-1999,66,SO2,36-061-0056,PS 59,AQS
21-Jan-1999,92,SO2,36-061-0056,PS 59,AQS
22-Jan-1999,57,SO2,36-061-0056,PS 59,AQS
23-Jan-1999,50,SO2,36-061-0056,PS 59,AQS
24-Jan-1999,51,NO2,36-061-0010,,AQS
25-Jan-1999,47,NO2,36-061-0010,,AQS
26-Jan-1999,49,SO2,36-061-0010,,AQS
27-Jan-1999,71,SO2,36-061-0010,,AQS
28-Jan-1999,46,SO2,36-061-0056,PS 59,AQS
29-Jan-1999,47,SO2,36-061-0056,PS 59,AQS
30-Jan-1999,54,SO2,36-061-0010,,AQS
31-Jan-1999,55,SO2,36-061-0010,,AQS
1-Feb-1999,110,SO2,36-061-0056,PS 59,AQS
2-Feb-1999,54,NO2,36-061-0056,PS 59,AQS
3-Feb-1999,52,SO2,36-061-0056,PS 59,AQS
4-Feb-1999,47,SO2,36-061-0056,PS 59,AQS
5-Feb-1999,42,NO2,36-061-0010,,AQS
6-Feb-1999,52,SO2,36-061-0056,PS 59,AQS
7-Feb-1999,47,SO2,36-061-0056,PS 59,AQS
8-Feb-1999,51,SO2,36-061-0056,PS 59,AQS
9-Feb-1999,82,SO2,36-061-0056,PS 59,AQS
10-Feb-1999,51,SO2,36-061-0010,,AQS
11-Feb-1999,84,NO2,36-061-0056,PS 59,AQS
12-Feb-1999,62,SO2,36-061-0010,,AQS
13-Feb-1999,54,SO2,36-061-0056,PS 59,AQS
14-Feb-1999,43,NO2,36-061-0010,,AQS
15-Feb-1999,71,SO2,36-061-0056,PS 59,AQS
16-Feb-1999,114,SO2,36-061-0056,PS 59,AQS
17-Feb-1999,60,SO2,36-061-0056,PS 59,AQS
18-Feb-1999,44,NO2,36-061-0010,,AQS
19-Feb-1999,57,SO2,36-061-0010,,AQS
20-Feb-1999,42,NO2,36-061-0010,,AQS
21-Feb-1999,36,NO2,36-061-0056,PS 59,AQS
22-Feb-1999,43,SO2,36-061-0010,,AQS
23-Feb-1999,62,SO2,36-061-0056,PS 59,AQS
24-Feb-1999,71,SO2,36-061-0056,PS 59,AQS
25-Feb-1999,47,SO2,36-061-0010,,AQS
26-Feb-1999,54,NO2,36-061-0056,PS 59,AQS
27-Feb-1999,57,NO2,36-061-0056,PS 59,AQS
28-Feb-1999,61,NO2,36-061-0056,PS 59,AQS
1-Mar-1999,47,SO2,36-061-0056,PS 59,AQS
2-Mar-1999,60,NO2,36-061-0056,PS 59,AQS
3-Mar-1999,62,SO2,36-061-0010,,AQS
4-Mar-1999,47,NO2,36-061-0056,PS 59,AQS
5-Mar-1999,49,NO2,36-061-0010,,AQS
6-Mar-1999,51,NO2,36-061-0010,,AQS
7-Mar-1999,41,Ozone,36-061-0063,,AQS
8-Mar-1999,47,NO2,36-061-0056,PS 59,AQS
9-Mar-1999,50,NO2,36-061-0010,,AQS
10-Mar-1999,49,NO2,36-061-0010,,AQS
11-Mar-1999,46,NO2,36-061-0056,PS 59,AQS
12-Mar-1999,42,NO2,36-061-0056,PS 59,AQS
13-Mar-1999,45,NO2,36-061-0056,PS 59,AQS
14-Mar-1999,47,SO2,36-061-0010,,AQS
15-Mar-1999,45,NO2,36-061-0056,PS 59,AQS
16-Mar-1999,61,NO2,36-061-0056,PS 59,AQS
17-Mar-1999,84,SO2,36-061-0056,PS 59,AQS
18-Mar-1999,70,NO2,36-061-0056,PS 59,AQS
19-Mar-1999,48,NO2,36-061-0056,PS 59,AQS
20-Mar-1999,57,NO2,36-061-0010,,AQS
21-Mar-1999,56,NO2,36-061-0010,,AQS
22-Mar-1999,47,NO2,36-061-0056,PS 59,AQS
23-Mar-1999,84,SO2,36-061-0056,PS 59,AQS
24-Mar-1999,68,NO2,36-061-0056,PS 59,AQS
25-Mar-1999,46,NO2,36-061-0056,PS 59,AQS
26-Mar-1999,54,NO2,36-061-0010,,AQS
27-Mar-1999,57,NO2,36-061-0010,,AQS
28-Mar-1999,38,NO2,36-061-0010,,AQS
29-Mar-1999,56,NO2,36-061-0056,PS 59,AQS
30-Mar-1999,68,NO2,36-061-0010,,AQS
31-Mar-1999,102,SO2,36-061-0056,PS 59,AQS
1-Apr-1999,72,NO2,36-061-0010,,AQS
2-Apr-1999,53,NO2,36-061-0010,,AQS
3-Apr-1999,50,NO2,36-061-0010,,AQS
4-Apr-1999,39,NO2,36-061-0010,,AQS
5-Apr-1999,58,NO2,36-061-0010,,AQS
6-Apr-1999,86,NO2,36-061-0010,,AQS
7-Apr-1999,64,NO2,36-061-0010,,AQS
8-Apr-1999,78,NO2,36-061-0010,,AQS
9-Apr-1999,47,NO2,36-061-0010,,AQS
10-Apr-1999,43,NO2,36-061-0056,PS 59,AQS
11-Apr-1999,42,NO2,36-061-0056,PS 59,AQS
12-Apr-1999,46,NO2,36-061-0010,,AQS
13-Apr-1999,48,NO2,36-061-0056,PS 59,AQS
14-Apr-1999,53,NO2,36-061-0010,,AQS
15-Apr-1999,60,NO2,36-061-0056,PS 59,AQS
16-Apr-1999,56,NO2,36-061-0010,,AQS
17-Apr-1999,54,NO2,36-061-0010,,AQS
18-Apr-1999,49,SO2,36-061-0056,PS 59,AQS
19-Apr-1999,71,SO2,36-061-0010,,AQS
20-Apr-1999,66,SO2,36-061-0056,PS 59,AQS
21-Apr-1999,60,SO2,36-061-0010,,AQS
22-Apr-1999,73,NO2,36-061-0010,,AQS
23-Apr-1999,53,NO2,36-061-0010,,AQS
24-Apr-1999,43,NO2,36-061-0010,,AQS
25-Apr-1999,61,NO2,36-061-0010,,AQS
26-Apr-1999,69,SO2,36-061-0056,PS 59,AQS
27-Apr-1999,40,NO2,36-061-0010,,AQS
28-Apr-1999,51,NO2,36-061-0010,,AQS
29-Apr-1999,53,NO2,36-061-0010,,AQS
30-Apr-1999,50,NO2,36-061-0010,,AQS
1-May-1999,49,NO2,36-061-0056,PS 59,AQS
2-May-1999,46,Ozone,36-061-0063,,AQS
3-May-1999,49,NO2,36-061-0010,,AQS
4-May-1999,46,NO2,36-061-0010,,AQS
5-May-1999,66,NO2,36-061-0056,PS 59,AQS
6-May-1999,50,NO2,36-061-0056,PS 59,AQS
7-May-1999,34,NO2,36-061-0056,PS 59,AQS
8-May-1999,71,Ozone,36-061-0063,,AQS
9-May-1999,58,Ozone,36-061-0063,,AQS
10-May-1999,41,NO2,36-061-0056,PS 59,AQS
11-May-1999,50,NO2,36-061-0056,PS 59,AQS
12-May-1999,74,NO2,36-061-0056,PS 59,AQS
13-May-1999,54,NO2,36-061-0056,PS 59,AQS
14-May-1999,38,NO2,36-061-0056,PS 59,AQS
15-May-1999,41,NO2,36-061-0056,PS 59,AQS
16-May-1999,42,NO2,36-061-0056,PS 59,AQS
17-May-1999,46,NO2,36-061-0056,PS 59,AQS
18-May-1999,35,Ozone,36-061-0063,,AQS
19-May-1999,40,NO2,36-061-0056,PS 59,AQS
20-May-1999,49,NO2,36-061-0056,PS 59,AQS
21-May-1999,76,NO2,36-061-0056,PS 59,AQS
22-May-1999,187,Ozone,36-061-0063,,AQS
23-May-1999,105,Ozone,36-061-0063,,AQS
24-May-1999,61,NO2,36-061-0056,PS 59,AQS
25-May-1999,60,NO2,36-061-0056,PS 59,AQS
26-May-1999,57,NO2,36-061-0056,PS 59,AQS
27-May-1999,50,NO2,36-061-0056,PS 59,AQS
28-May-1999,87,Ozone,36-061-0063,,AQS
29-May-1999,150,Ozone,36-061-0063,,AQS
30-May-1999,204,Ozone,36-061-0063,,AQS
31-May-1999,192,Ozone,36-061-0063,,AQS
1-Jun-1999,169,Ozone,36-061-0063,,AQS
2-Jun-1999,151,Ozone,36-061-0063,,AQS
3-Jun-1999,57,NO2,36-061-0056,PS 59,AQS
4-Jun-1999,57,NO2,36-061-0010,,AQS
5-Jun-1999,79,NO2,36-061-0056,PS 59,AQS
6-Jun-1999,133,Ozone,36-061-0063,,AQS
7-Jun-1999,190,Ozone,36-061-0063,,AQS
8-Jun-1999,119,Ozone,36-061-0063,,AQS
9-Jun-1999,61,Ozone,36-061-0063,,AQS
10-Jun-1999,45,NO2,36-061-0056,PS 59,AQS
11-Jun-1999,57,NO2,36-061-0056,PS 59,AQS
12-Jun-1999,43,NO2,36-061-0056,PS 59,AQS
13-Jun-1999,39,Ozone,36-061-0063,,AQS
14-Jun-1999,50,Ozone,36-061-0063,,AQS
15-Jun-1999,53,NO2,36-061-0056,PS 59,AQS
16-Jun-1999,64,NO2,36-061-0056,PS 59,AQS
17-Jun-1999,44,NO2,36-061-0056,PS 59,AQS
18-Jun-1999,54,NO2,36-061-0010,,AQS
19-Jun-1999,56,NO2,36-061-0010,,AQS
20-Jun-1999,46,NO2,36-061-0056,PS 59,AQS
21-Jun-1999,48,NO2,36-061-0056,PS 59,AQS
22-Jun-1999,129,Ozone,36-061-0063,,AQS
23-Jun-1999,159,Ozone,36-061-0063,,AQS
24-Jun-1999,72,NO2,36-061-0056,PS 59,AQS
25-Jun-1999,77,NO2,36-061-0056,PS 59,AQS
26-Jun-1999,185,Ozone,36-061-0063,,AQS
27-Jun-1999,45,NO2,36-061-0010,,AQS
28-Jun-1999,46,Ozone,36-061-0063,,AQS
29-Jun-1999,87,Ozone,36-061-0063,,AQS
30-Jun-1999,55,NO2,36-061-0056,PS 59,AQS
1-Jul-1999,44,NO2,36-061-0056,PS 59,AQS
2-Jul-1999,78,PM2.5,36-061-0056,PS 59,AQS
3-Jul-1999,159,Ozone,36-061-0063,,AQS
4-Jul-1999,66,NO2,36-061-0010,,AQS
5-Jul-1999,87,PM2.5,36-061-0056,PS 59,AQS
6-Jul-1999,126,Ozone,36-061-0063,,AQS
7-Jul-1999,58,NO2,36-061-0056,PS 59,AQS
8-Jul-1999,51,PM2.5,36-061-0056,PS 59,AQS
9-Jul-1999,154,Ozone,36-061-0063,,AQS
10-Jul-1999,64,Ozone,36-061-0063,,AQS
11-Jul-1999,38,NO2,36-061-0010,,AQS
12-Jul-1999,43,NO2,36-061-0056,PS 59,AQS
13-Jul-1999,44,NO2,36-061-0056,PS 59,AQS
14-Jul-1999,54,NO2,36-061-0010,,AQS
15-Jul-1999,185,Ozone,36-061-0063,,AQS
16-Jul-1999,225,Ozone,36-061-0063,,AQS
17-Jul-1999,214,Ozone,36-061-0063,,AQS
18-Jul-1999,204,Ozone,36-061-0063,,AQS
19-Jul-1999,172,Ozone,36-061-0063,,AQS
20-Jul-1999,56,NO2,36-061-0056,PS 59,AQS
21-Jul-1999,43,NO2,36-061-0056,PS 59,AQS
22-Jul-1999,47,NO2,36-061-0056,PS 59,AQS
23-Jul-1999,159,Ozone,36-061-0063,,AQS
24-Jul-1999,195,Ozone,36-061-0063,,AQS
25-Jul-1999,100,Ozone,36-061-0063,,AQS
26-Jul-1999,105,Ozone,36-061-0063,,AQS
27-Jul-1999,88,NO2,36-061-0056,PS 59,AQS
28-Jul-1999,97,Ozone,36-061-0063,,AQS
29-Jul-1999,147,Ozone,36-061-0063,,AQS
30-Jul-1999,133,Ozone,36-061-0063,,AQS
31-Jul-1999,119,Ozone,36-061-0063,,AQS
1-Aug-1999,68,PM2.5,36-061-0056,PS 59,AQS
2-Aug-1999,58,NO2,36-061-0056,PS 59,AQS
3-Aug-1999,80,Ozone,36-061-0063,,AQS
4-Aug-1999,69,NO2,36-061-0056,PS 59,AQS
5-Aug-1999,100,SO2,36-061-0010,,AQS
6-Aug-1999,77,NO2,36-061-0056,PS 59,AQS
7-Aug-1999,97,Ozone,36-061-0063,,AQS
8-Aug-1999,96,PM2.5,36-061-0010,,AQS
9-Aug-1999,42,NO2,36-061-0056,PS 59,AQS
10-Aug-1999,58,Ozone,36-061-0063,,AQS
11-Aug-1999,78,NO2,36-061-0056,PS 59,AQS
12-Aug-1999,129,Ozone,36-061-0063,,AQS
13-Aug-1999,84,PM2.5,36-061-0056,PS 59,AQS
14-Aug-1999,77,Ozone,36-061-0063,,AQS
15-Aug-1999,55,NO2,36-061-0056,PS 59,AQS
16-Aug-1999,56,NO2,36-061-0056,PS 59,AQS
17-Aug-1999,105,Ozone,36-061-0063,,AQS
18-Aug-1999,80,PM2.5,36-061-0010,,AQS
19-Aug-1999,46,NO2,36-061-0056,PS 59,AQS
20-Aug-1999,42,NO2,36-061-0056,PS 59,AQS
21-Aug-1999,31,NO2,36-061-0010,,AQS
22-Aug-1999,34,NO2,36-061-0056,PS 59,AQS
23-Aug-1999,78,NO2,36-061-0056,PS 59,AQS
24-Aug-1999,90,Ozone,36-061-0063,,AQS
25-Aug-1999,108,SO2,36-061-0010,,AQS
26-Aug-1999,52,PM2.5,36-061-0010,,AQS
27-Aug-1999,84,Ozone,36-061-0063,,AQS
28-Aug-1999,101,PM2.5,36-061-0010,,AQS
29-Aug-1999,82,PM2.5,36-061-0010,,AQS
30-Aug-1999,32,NO2,36-061-0056,PS 59,AQS
31-Aug-1999,56,NO2,36-061-0056,PS 59,AQS
1-Sep-1999,50,NO2,36-061-0056,PS 59,AQS
2-Sep-1999,71,NO2,36-061-0056,PS 59,AQS
3-Sep-1999,71,SO2,36-061-0056,PS 59,AQS
4-Sep-1999,50,PM2.5,36-061-0010,,AQS
5-Sep-1999,28,NO2,36-061-0056,PS 59,AQS
6-Sep-1999,38,PM2.5,36-061-0062,CANAL STREET,AQS
7-Sep-1999,52,NO2,36-061-0056,PS 59,AQS
8-Sep-1999,67,Ozone,36-061-0063,,AQS
9-Sep-1999,111,PM2.5,36-061-0062,CANAL STREET,AQS
10-Sep-1999,51,NO2,36-061-0056,PS 59,AQS
11-Sep-1999,63,NO2,36-061-0010,,AQS
12-Sep-1999,84,Ozone,36-061-0063,,AQS
13-Sep-1999,57,NO2,36-061-0056,PS 59,AQS
14-Sep-1999,62,NO2,36-061-0056,PS 59,AQS
15-Sep-1999,74,PM2.5,36-061-0056,PS 59,AQS
16-Sep-1999,32,NO2,36-061-0010,,AQS
17-Sep-1999,40,NO2,36-061-0056,PS 59,AQS
18-Sep-1999,50,SO2,36-061-0056,PS 59,AQS
19-Sep-1999,58,Ozone,36-061-0063,,AQS
20-Sep-1999,56,PM2.5,36-061-0010,,AQS
21-Sep-1999,58,PM2.5,36-061-0062,CANAL STREET,AQS
22-Sep-1999,31,NO2,36-061-0056,PS 59,AQS
23-Sep-1999,60,NO2,36-061-0056,PS 59,AQS
24-Sep-1999,84,Ozone,36-061-0063,,AQS
25-Sep-1999,74,PM2.5,36-061-0010,,AQS
26-Sep-1999,42,NO2,36-061-0056,PS 59,AQS
27-Sep-1999,72,PM2.5,36-061-0056,PS 59,AQS
28-Sep-1999,71,PM2.5,36-061-0010,,AQS
29-Sep-1999,70,PM2.5,36-061-0010,,AQS
30-Sep-1999,60,NO2,36-061-0056,PS 59,AQS
1-Oct-1999,58,NO2,36-061-0056,PS 59,AQS
2-Oct-1999,61,PM2.5,36-061-0010,,AQS
3-Oct-1999,73,PM2.5,36-061-0010,,AQS
4-Oct-1999,56,PM2.5,36-061-0010,,AQS
5-Oct-1999,33,NO2,36-061-0056,PS 59,AQS
6-Oct-1999,52,PM2.5,36-061-0056,PS 59,AQS
7-Oct-1999,42,NO2,36-061-0056,PS 59,AQS
8-Oct-1999,53,NO2,36-061-0056,PS 59,AQS
9-Oct-1999,67,PM2.5,36-061-0056,PS 59,AQS
10-Oct-1999,89,PM2.5,36-061-0010,,AQS
11-Oct-1999,48,PM2.5,36-061-0010,,AQS
12-Oct-1999,42,NO2,36-061-0056,PS 59,AQS
13-Oct-1999,48,NO2,36-061-0056,PS 59,AQS
14-Oct-1999,39,NO2,36-061-0056,PS 59,AQS
15-Oct-1999,54,SO2,36-061-0056,PS 59,AQS
16-Oct-1999,61,NO2,36-061-0056,PS 59,AQS
17-Oct-1999,71,SO2,36-061-0010,,AQS
18-Oct-1999,37,NO2,36-061-0056,PS 59,AQS
19-Oct-1999,43,NO2,36-061-0056,PS 59,AQS
20-Oct-1999,64,PM2.5,36-061-0010,,AQS
21-Oct-1999,62,PM2.5,36-061-0056,PS 59,AQS
22-Oct-1999,77,PM2.5,36-061-0010,,AQS
23-Oct-1999,37,NO2,36-061-0010,,AQS
24-Oct-1999,37,SO2,36-061-0010,,AQS
25-Oct-1999,49,SO2,36-061-0010,,AQS
26-Oct-1999,52,NO2,36-061-0056,PS 59,AQS
27-Oct-1999,56,PM2.5,36-061-0062,CANAL STREET,AQS
28-Oct-1999,52,SO2,36-061-0056,PS 59,AQS
29-Oct-1999,68,NO2,36-061-0056,PS 59,AQS
30-Oct-1999,128,PM2.5,36-061-0056,PS 59,AQS
31-Oct-1999,91,PM2.5,36-061-0010,,AQS
1-Nov-1999,68,PM2.5,36-061-0010,,AQS
2-Nov-1999,66,PM2.5,36-061-0062,CANAL STREET,AQS
3-Nov-1999,44,SO2,36-061-0056,PS 59,AQS
4-Nov-1999,49,NO2,36-061-0056,PS 59,AQS
5-Nov-1999,76,SO2,36-061-0056,PS 59,AQS
6-Nov-1999,56,NO2,36-061-0056,PS 59,AQS
7-Nov-1999,38,NO2,36-061-0056,PS 59,AQS
8-Nov-1999,42,NO2,36-061-0056,PS 59,AQS
9-Nov-1999,73,PM2.5,36-061-0010,,AQS
10-Nov-1999,97,PM2.5,36-061-0010,,AQS
11-Nov-1999,58,NO2,36-061-0056,PS 59,AQS
12-Nov-1999,60,SO2,36-061-0056,PS 59,AQS
13-Nov-1999,58,PM2.5,36-061-0010,,AQS
14-Nov-1999,90,PM2.5,36-061-0010,,AQS
15-Nov-1999,42,NO2,36-061-0056,PS 59,AQS
16-Nov-1999,44,NO2,36-061-0056,PS 59,AQS
17-Nov-1999,42,NO2,36-061-0056,PS 59,AQS
18-Nov-1999,60,SO2,36-061-0056,PS 59,AQS
19-Nov-1999,62,SO2,36-061-0010,,AQS
20-Nov-1999,52,NO2,36-061-0056,PS 59,AQS
21-Nov-1999,43,NO2,36-061-0056,PS 59,AQS
22-Nov-1999,49,NO2,36-061-0056,PS 59,AQS
23-Nov-1999,111,PM2.5,36-061-0062,CANAL STREET,AQS
24-Nov-1999,61,PM2.5,36-061-0010,,AQS
25-Nov-1999,61,PM2.5,36-061-0010,,AQS
26-Nov-1999,47,PM2.5,36-061-0062,CANAL STREET,AQS
27-Nov-1999,43,NO2,36-061-0056,PS 59,AQS
28-Nov-1999,40,NO2,36-061-0056,PS 59,AQS
29-Nov-1999,54,SO2,36-061-0010,,AQS
30-Nov-1999,33,PM2.5,36-061-0010,,AQS
1-Dec-1999,43,NO2,36-061-0056,PS 59,AQS
2-Dec-1999,67,SO2,36-061-0010,,AQS
3-Dec-1999,106,SO2,36-061-0056,PS 59,AQS
4-Dec-1999,82,PM2.5,36-061-0010,,AQS
5-Dec-1999,93,PM2.5,36-061-0010,,AQS
6-Dec-1999,71,PM2.5,36-061-0010,,AQS
7-Dec-1999,36,PM2.5,36-061-0010,,AQS
8-Dec-1999,72,PM2.5,36-061-0010,,AQS
9-Dec-1999,108,PM2.5,36-061-0010,,AQS
10-Dec-1999,56,SO2,36-061-0010,,AQS
11-Dec-1999,38,NO2,36-061-0056,PS 59,AQS
12-Dec-1999,54,SO2,36-061-0010,,AQS
13-Dec-1999,60,SO2,36-061-0056,PS 59,AQS
14-Dec-1999,54,PM2.5,36-061-0062,CANAL STREET,AQS
15-Dec-1999,33,NO2,36-061-0010,,AQS
16-Dec-1999,43,SO2,36-061-0056,PS 59,AQS
17-Dec-1999,49,SO2,36-061-0010,,AQS
18-Dec-1999,38,NO2,36-061-0056,PS 59,AQS
19-Dec-1999,46,SO2,36-061-0056,PS 59,AQS
20-Dec-1999,49,SO2,36-061-0056,PS 59,AQS
21-Dec-1999,57,SO2,36-061-0010,,AQS
22-Dec-1999,38,NO2,36-061-0056,PS 59,AQS
23-Dec-1999,84,SO2,36-061-0056,PS 59,AQS
24-Dec-1999,51,PM2.5,36-061-0010,,AQS
25-Dec-1999,43,PM2.5,36-061-0010,,AQS
26-Dec-1999,68,PM2.5,36-061-0056,PS 59,AQS
27-Dec-1999,47,PM2.5,36-061-0010,,AQS
28-Dec-1999,60,PM2.5,36-061-0010,,AQS
29-Dec-1999,73,PM2.5,36-061-0010,,AQS
30-Dec-1999,56,SO2,36-061-0010,,AQS
31-Dec-1999,93,PM2.5,36-061-0010,,AQS
1-Jan-2000,116,PM2.5,36-061-0056,PS 59,AQS
2-Jan-2000,115,PM2.5,36-061-0010,,AQS
3-Jan-2000,90,PM2.5,36-061-0010,,AQS
4-Jan-2000,64,PM2.5,36-061-0056,PS 59,AQS
5-Jan-2000,42,NO2,36-061-0056,PS 59,AQS
6-Jan-2000,47,SO2,36-061-0056,PS 59,AQS
7-Jan-2000,79,SO2,36-061-0056,PS 59,AQS
8-Jan-2000,64,PM2.5,36-061-0010,,AQS
9-Jan-2000,82,PM2.5,36-061-0010,,AQS
10-Jan-2000,73,PM2.5,36-061-0056,PS 59,AQS
11-Jan-2000,51,SO2,36-061-0056,PS 59,AQS
12-Jan-2000,48,PM2.5,36-061-0010,,AQS
13-Jan-2000,54,PM2.5,36-061-0062,CANAL STREET,AQS
14-Jan-2000,43,PM2.5,36-061-0010,,AQS
15-Jan-2000,82,SO2,36-061-0056,PS 59,AQS
16-Jan-2000,56,PM2.5,36-061-0056,PS 59,AQS
17-Jan-2000,33,NO2,36-061-0010,,AQS
18-Jan-2000,51,SO2,36-061-0010,,AQS
19-Jan-2000,61,PM2.5,36-061-0056,PS 59,AQS
20-Jan-2000,74,SO2,36-061-0010,,AQS
21-Jan-2000,44,NO2,36-061-0056,PS 59,AQS
22-Jan-2000,56,PM2.5,36-061-0062,CANAL STREET,AQS
23-Jan-2000,71,SO2,36-061-0056,PS 59,AQS
24-Jan-2000,115,PM2.5,36-061-0010,,AQS
25-Jan-2000,72,PM2.5,36-061-0062,CANAL STREET,AQS
26-Jan-2000,42,NO2,36-061-0056,PS 59,AQS
27-Jan-2000,42,NO2,36-061-0056,PS 59,AQS
28-Jan-2000,56,PM2.5,36-061-0056,PS 59,AQS
29-Jan-2000,84,SO2,36-061-0010,,AQS
30-Jan-2000,110,SO2,36-061-0010,,AQS
31-Jan-2000,86,PM2.5,36-061-0056,PS 59,AQS
1-Feb-2000,86,SO2,36-061-0056,PS 59,AQS
2-Feb-2000,49,NO2,36-061-0056,PS 59,AQS
3-Feb-2000,86,SO2,36-061-0056,PS 59,AQS
4-Feb-2000,76,SO2,36-061-0010,,AQS
5-Feb-2000,72,SO2,36-061-0056,PS 59,AQS
6-Feb-2000,48,NO2,36-061-0056,PS 59,AQS
7-Feb-2000,61,SO2,36-061-0056,PS 59,AQS
8-Feb-2000,65,SO2,36-061-0056,PS 59,AQS
9-Feb-2000,90,PM2.5,36-061-0056,PS 59,AQS
10-Feb-2000,132,PM2.5,36-061-0010,,AQS
11-Feb-2000,121,PM2.5,36-061-0010,,AQS
12-Feb-2000,57,PM2.5,36-061-0062,CANAL STREET,AQS
13-Feb-2000,55,SO2,36-061-0056,PS 59,AQS
14-Feb-2000,64,SO2,36-061-0056,PS 59,AQS
15-Feb-2000,59,PM2.5,36-061-0056,PS 59,AQS
16-Feb-2000,78,PM2.5,36-061-0010,,AQS
17-Feb-2000,49,NO2,36-061-0010,,AQS
18-Feb-2000,60,PM2.5,36-061-0056,PS 59,AQS
19-Feb-2000,63,PM2.5,36-061-0010,,AQS
20-Feb-2000,66,PM2.5,36-061-0010,,AQS
21-Feb-2000,73,PM2.5,36-061-0056,PS 59,AQS
22-Feb-2000,108,PM2.5,36-061-0010,,AQS
23-Feb-2000,92,PM2.5,36-061-0010,,AQS
24-Feb-2000,120,PM2.5,36-061-0056,PS 59,AQS
25-Feb-2000,83,PM2.5,36-061-0010,,AQS
26-Feb-2000,52,PM2.5,36-061-0010,,AQS
27-Feb-2000,70,PM2.5,36-061-0056,PS 59,AQS
28-Feb-2000,44,NO2,36-061-0056,PS 59,AQS
29-Feb-2000,48,NO2,36-061-0056,PS 59,AQS
1-Mar-2000,57,PM2.5,36-061-0062,CANAL STREET,AQS
2-Mar-2000,47,NO2,36-061-0010,,AQS
3-Mar-2000,46,NO2,36-061-0056,PS 59,AQS
4-Mar-2000,46,NO2,36-061-0010,,AQS
5-Mar-2000,47,NO2,36-061-0056,PS 59,AQS
6-Mar-2000,48,NO2,36-061-0010,,AQS
7-Mar-2000,78,PM2.5,36-061-0062,CANAL STREET,AQS
8-Mar-2000,111,PM2.5,36-061-0010,,AQS
9-Mar-2000,115,PM2.5,36-061-0010,,AQS
10-Mar-2000,42,NO2,36-061-0010,,AQS
11-Mar-2000,41,NO2,36-061-0056,PS 59,AQS
12-Mar-2000,49,SO2,36-061-0056,PS 59,AQS
13-Mar-2000,50,NO2,36-061-0056,PS 59,AQS
14-Mar-2000,64,PM2.5,36-061-0010,,AQS
15-Mar-2000,69,PM2.5,36-061-0010,,AQS
16-Mar-2000,75,PM2.5,36-061-0056,PS 59,AQS
17-Mar-2000,56,NO2,36-061-0010,,AQS
18-Mar-2000,50,NO2,36-061-0056,PS 59,AQS
19-Mar-2000,53,PM2.5,36-061-0056,PS 59,AQS
20-Mar-2000,52,NO2,36-061-0056,PS 59,AQS
21-Mar-2000,56,PM2.5,36-061-0010,,AQS
22-Mar-2000,55,PM2.5,36-061-0056,PS 59,AQS
23-Mar-2000,90,PM2.5,36-061-0010,,AQS
24-Mar-2000,68,NO2,36-061-0010,,AQS
25-Mar-2000,78,PM2.5,36-061-0056,PS 59,AQS
26-Mar-2000,57,NO2,36-061-0056,PS 59,AQS
27-Mar-2000,74,Ozone,36-061-0063,,AQS
28-Mar-2000,55,PM2.5,36-061-0056,PS 59,AQS
29-Mar-2000,56,PM2.5,36-061-0010,,AQS
30-Mar-2000,58,PM2.5,36-061-0010,,AQS
31-Mar-2000,45,NO2,36-061-0056,PS 59,AQS
1-Apr-2000,57,NO2,36-061-0056,PS 59,AQS
2-Apr-2000,59,PM2.5,36-061-0010,,AQS
3-Apr-2000,92,PM2.5,36-061-0056,PS 59,AQS
4-Apr-2000,56,NO2,36-061-0056,PS 59,AQS
5-Apr-2000,46,NO2,36-061-0056,PS 59,AQS
6-Apr-2000,73,NO2,36-061-0056,PS 59,AQS
7-Apr-2000,80,Ozone,36-061-0063,,AQS
8-Apr-2000,71,Ozone,36-061-0063,,AQS
9-Apr-2000,45,NO2,36-061-0056,PS 59,AQS
10-Apr-2000,52,NO2,36-061-0056,PS 59,AQS
11-Apr-2000,56,PM2.5,36-061-0010,,AQS
12-Apr-2000,61,PM2.5,36-061-0056,PS 59,AQS
13-Apr-2000,49,NO2,36-061-0056,PS 59,AQS
14-Apr-2000,70,NO2,36-061-0056,PS 59,AQS
