Date,Source,Site ID,Daily_Mean_PM25_Concentration,UNITS,DAILY_AQI,Site_Name,PERCENT_COMPLETE,AQS_PARAMETER_DESC,STATE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
4-Nov-2013,AQS,360610128,8.4,ug/m3 LC,35,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
5-Nov-2013,AQS,360610134,8,ug/m3 LC,33,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
6-Nov-2013,AQS,360610115,7.4,ug/m3 LC,31,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Nov-2013,AQS,360610115,6.6,ug/m3 LC,28,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
8-Nov-2013,AQS,360610128,7.3,ug/m3 LC,30,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
9-Nov-2013,AQS,360610134,7.5,ug/m3 LC,31,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
10-Nov-2013,AQS,360610115,9.1,ug/m3 LC,38,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Nov-2013,AQS,360610115,6.2,ug/m3 LC,26,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Nov-2013,AQS,360610115,7.8,ug/m3 LC,33,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
13-Nov-2013,AQS,360610115,7.3,ug/m3 LC,30,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Nov-2013,AQS,360610115,10.5,ug/m3 LC,44,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Nov-2013,AQS,360610115,20.3,ug/m3 LC,68,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Nov-2013,AQS,360610115,17,ug/m3 LC,61,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Nov-2013,AQS,360610115,12.8,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
18-Nov-2013,AQS,360610134,6.4,ug/m3 LC,27,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
19-Nov-2013,AQS,360610115,6.4,ug/m3 LC,27,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
20-Nov-2013,AQS,360610128,9.5,ug/m3 LC,40,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
21-Nov-2013,AQS,360610115,9.7,ug/m3 LC,40,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
22-Nov-2013,AQS,360610115,12.5,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
23-Nov-2013,AQS,360610115,7.3,ug/m3 LC,30,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
24-Nov-2013,AQS,360610115,11.4,ug/m3 LC,48,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
25-Nov-2013,AQS,360610115,10.8,ug/m3 LC,45,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Nov-2013,AQS,360610115,11.9,ug/m3 LC,50,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
27-Nov-2013,AQS,360610115,7.6,ug/m3 LC,32,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
28-Nov-2013,AQS,360610115,11,ug/m3 LC,46,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
29-Nov-2013,AQS,360610115,10.6,ug/m3 LC,44,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
30-Nov-2013,AQS,360610115,9.2,ug/m3 LC,38,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
1-Dec-2013,AQS,360610115,15.4,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
2-Dec-2013,AQS,360610135,28.4,ug/m3 LC,85,CCNY,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81976,-73.94825
3-Dec-2013,AQS,360610134,33.6,ug/m3 LC,96,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
4-Dec-2013,AQS,360610134,30.2,ug/m3 LC,89,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
5-Dec-2013,AQS,360610115,26,ug/m3 LC,80,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
6-Dec-2013,AQS,360610115,11.1,ug/m3 LC,46,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Dec-2013,AQS,360610115,12.4,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
8-Dec-2013,AQS,360610115,10.6,ug/m3 LC,44,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
9-Dec-2013,AQS,360610128,18.2,ug/m3 LC,64,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
10-Dec-2013,AQS,360610115,15.3,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Dec-2013,AQS,360610115,11.8,ug/m3 LC,49,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Dec-2013,AQS,360610115,13,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
13-Dec-2013,AQS,360610115,15.1,ug/m3 LC,57,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Dec-2013,AQS,360610115,12,ug/m3 LC,50,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Dec-2013,AQS,360610115,15.8,ug/m3 LC,59,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Dec-2013,AQS,360610115,17.4,ug/m3 LC,62,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Dec-2013,AQS,360610128,19.4,ug/m3 LC,66,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
18-Dec-2013,AQS,360610134,19.7,ug/m3 LC,67,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
19-Dec-2013,AQS,360610115,25.2,ug/m3 LC,79,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
20-Dec-2013,AQS,360610115,27.3,ug/m3 LC,83,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
21-Dec-2013,AQS,360610115,21,ug/m3 LC,70,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
22-Dec-2013,AQS,360610115,11.3,ug/m3 LC,47,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
23-Dec-2013,AQS,360610115,11.2,ug/m3 LC,47,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
24-Dec-2013,AQS,360610115,8.1,ug/m3 LC,34,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
25-Dec-2013,AQS,360610115,8.7,ug/m3 LC,36,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Dec-2013,AQS,360610115,17.2,ug/m3 LC,62,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
27-Dec-2013,AQS,360610115,18.1,ug/m3 LC,64,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
28-Dec-2013,AQS,360610115,15.6,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
29-Dec-2013,AQS,360610115,14.8,ug/m3 LC,57,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
30-Dec-2013,AQS,360610115,12.7,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
31-Dec-2013,AQS,360610128,11.1,ug/m3 LC,46,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
1-Jan-2014,AQS,360610128,15.8,ug/m3 LC,59,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
2-Jan-2014,AQS,360610128,24,ug/m3 LC,76,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
3-Jan-2014,AQS,360610128,14.9,ug/m3 LC,57,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
4-Jan-2014,AQS,360610128,14.4,ug/m3 LC,56,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
5-Jan-2014,AQS,360610079,26,ug/m3 LC,80,IS 45,100,PM2.5 - Local Conditions,New York,New York,40.7997,-73.93432
6-Jan-2014,AQS,360610128,8.4,ug/m3 LC,35,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
7-Jan-2014,AQS,360610128,13.3,ug/m3 LC,54,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
8-Jan-2014,AQS,360610128,15.9,ug/m3 LC,59,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
9-Jan-2014,AQS,360610128,17.9,ug/m3 LC,63,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
10-Jan-2014,AQS,360610115,35.6,ug/m3 LC,101,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Jan-2014,AQS,360610115,15.6,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Jan-2014,AQS,360610115,15.5,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
13-Jan-2014,AQS,360610115,19.8,ug/m3 LC,67,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Jan-2014,AQS,360610115,16.7,ug/m3 LC,61,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Jan-2014,AQS,360610115,30.4,ug/m3 LC,89,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Jan-2014,AQS,360610128,14.2,ug/m3 LC,55,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
17-Jan-2014,AQS,360610115,20.2,ug/m3 LC,68,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
18-Jan-2014,AQS,360610115,21,ug/m3 LC,70,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
19-Jan-2014,AQS,360610115,13.6,ug/m3 LC,54,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
20-Jan-2014,AQS,360610115,14.6,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
21-Jan-2014,AQS,360610128,16.5,ug/m3 LC,60,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
22-Jan-2014,AQS,360610115,9.6,ug/m3 LC,40,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
23-Jan-2014,AQS,360610128,25,ug/m3 LC,78,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
24-Jan-2014,AQS,360610115,13.1,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
25-Jan-2014,AQS,360610115,13.3,ug/m3 LC,54,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Jan-2014,AQS,360610115,12.4,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
27-Jan-2014,AQS,360610115,17.5,ug/m3 LC,62,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
28-Jan-2014,AQS,360610115,10.9,ug/m3 LC,45,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
29-Jan-2014,AQS,360610115,14.6,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
30-Jan-2014,AQS,360610115,15.2,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
31-Jan-2014,AQS,360610128,20.8,ug/m3 LC,69,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
1-Feb-2014,AQS,360610134,29.9,ug/m3 LC,88,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
2-Feb-2014,AQS,360610128,24.1,ug/m3 LC,76,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
3-Feb-2014,AQS,360610128,20.9,ug/m3 LC,70,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
4-Feb-2014,AQS,360610128,21.9,ug/m3 LC,72,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
5-Feb-2014,AQS,360610128,21.4,ug/m3 LC,71,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
6-Feb-2014,AQS,360610115,13.2,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Feb-2014,AQS,360610134,19.6,ug/m3 LC,67,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
8-Feb-2014,AQS,360610115,14.5,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
9-Feb-2014,AQS,360610115,14.5,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
10-Feb-2014,AQS,360610134,20.9,ug/m3 LC,70,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
11-Feb-2014,AQS,360610115,14.6,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Feb-2014,AQS,360610128,15.8,ug/m3 LC,59,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
13-Feb-2014,AQS,360610128,17.2,ug/m3 LC,62,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
14-Feb-2014,AQS,360610115,18.6,ug/m3 LC,65,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Feb-2014,AQS,360610115,23.2,ug/m3 LC,74,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Feb-2014,AQS,360610115,14.8,ug/m3 LC,57,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Feb-2014,AQS,360610115,12.1,ug/m3 LC,51,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
18-Feb-2014,AQS,360610115,22.1,ug/m3 LC,72,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
19-Feb-2014,AQS,360610115,34.2,ug/m3 LC,97,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
20-Feb-2014,AQS,360610115,17.3,ug/m3 LC,62,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
21-Feb-2014,AQS,360610128,15.5,ug/m3 LC,58,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
22-Feb-2014,AQS,360610115,14.6,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
23-Feb-2014,AQS,360610115,12,ug/m3 LC,50,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
24-Feb-2014,AQS,360610115,8.7,ug/m3 LC,36,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
25-Feb-2014,AQS,360610115,12.1,ug/m3 LC,51,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Feb-2014,AQS,360610115,11.6,ug/m3 LC,48,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
27-Feb-2014,AQS,360610115,14.6,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
28-Feb-2014,AQS,360610115,11.9,ug/m3 LC,50,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
1-Mar-2014,AQS,360610115,12.9,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
2-Mar-2014,AQS,360610115,15.7,ug/m3 LC,59,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
3-Mar-2014,AQS,360610115,11.4,ug/m3 LC,48,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
4-Mar-2014,AQS,360610128,13.9,ug/m3 LC,55,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
5-Mar-2014,AQS,360610128,14.9,ug/m3 LC,57,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
6-Mar-2014,AQS,360610128,15.9,ug/m3 LC,59,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
7-Mar-2014,AQS,360610134,9.3,ug/m3 LC,39,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
8-Mar-2014,AQS,360610115,15.8,ug/m3 LC,59,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
9-Mar-2014,AQS,360610134,15.7,ug/m3 LC,59,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
10-Mar-2014,AQS,360610115,17.8,ug/m3 LC,63,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Mar-2014,AQS,360610134,18.4,ug/m3 LC,64,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
12-Mar-2014,AQS,360610128,24.2,ug/m3 LC,76,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
13-Mar-2014,AQS,360610115,6.8,ug/m3 LC,28,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Mar-2014,AQS,360610115,9.3,ug/m3 LC,39,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Mar-2014,AQS,360610115,9.2,ug/m3 LC,38,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Mar-2014,AQS,360610115,4.8,ug/m3 LC,20,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Mar-2014,AQS,360610134,6.7,ug/m3 LC,28,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
18-Mar-2014,AQS,360610128,14.7,ug/m3 LC,56,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
19-Mar-2014,AQS,360610128,9.7,ug/m3 LC,40,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
20-Mar-2014,AQS,360610128,9.8,ug/m3 LC,41,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
21-Mar-2014,AQS,360610134,9.5,ug/m3 LC,40,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
22-Mar-2014,AQS,360610134,11.5,ug/m3 LC,48,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
23-Mar-2014,AQS,360610115,6.3,ug/m3 LC,26,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
24-Mar-2014,AQS,360610128,7,ug/m3 LC,29,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
25-Mar-2014,AQS,360610115,8.5,ug/m3 LC,35,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Mar-2014,AQS,360610128,8.1,ug/m3 LC,34,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
27-Mar-2014,AQS,360610134,12.5,ug/m3 LC,52,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
28-Mar-2014,AQS,360610115,18.7,ug/m3 LC,65,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
29-Mar-2014,AQS,360610135,7.3,ug/m3 LC,30,CCNY,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81976,-73.94825
30-Mar-2014,AQS,360610134,6.5,ug/m3 LC,27,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
31-Mar-2014,AQS,360610128,6.4,ug/m3 LC,27,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
1-Apr-2014,AQS,360610128,6.4,ug/m3 LC,27,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
2-Apr-2014,AQS,360610128,15.2,ug/m3 LC,58,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
3-Apr-2014,AQS,360610134,13.4,ug/m3 LC,54,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
4-Apr-2014,AQS,360610128,8.3,ug/m3 LC,35,PS 19,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.73,-73.984
5-Apr-2014,AQS,360610134,8.1,ug/m3 LC,34,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
6-Apr-2014,AQS,360610115,7.5,ug/m3 LC,31,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Apr-2014,AQS,360610134,22.2,ug/m3 LC,72,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
8-Apr-2014,AQS,360610134,13.3,ug/m3 LC,54,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
9-Apr-2014,AQS,360610115,6.5,ug/m3 LC,27,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
10-Apr-2014,AQS,360610115,8.5,ug/m3 LC,35,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Apr-2014,AQS,360610134,13.7,ug/m3 LC,54,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
12-Apr-2014,AQS,360610115,6.8,ug/m3 LC,28,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
13-Apr-2014,AQS,360610115,13.3,ug/m3 LC,54,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Apr-2014,AQS,360610079,10.2,ug/m3 LC,43,IS 45,100,PM2.5 - Local Conditions,New York,New York,40.7997,-73.93432
15-Apr-2014,AQS,360610115,4.5,ug/m3 LC,19,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Apr-2014,AQS,360610115,6.4,ug/m3 LC,27,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Apr-2014,AQS,360610134,8.3,ug/m3 LC,35,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
18-Apr-2014,AQS,360610134,9.3,ug/m3 LC,39,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
19-Apr-2014,AQS,360610134,10.5,ug/m3 LC,44,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
20-Apr-2014,AQS,360610134,9.2,ug/m3 LC,38,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
21-Apr-2014,AQS,360610115,8.8,ug/m3 LC,37,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
22-Apr-2014,AQS,360610115,13.8,ug/m3 LC,55,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
23-Apr-2014,AQS,360610134,6.7,ug/m3 LC,28,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
